339	Onion, Cheese, and Bacon Tart	What to drink: Baron zu Knyphausen 2001 Riesling Splese Kiedricher Sandgrub.	For crust: Blend flour and salt in processor. Add butter and shortening; using on/off turns, cut in until mixture resembles coarse meal. Add 2 tablespoons ice water and process until moist clumps form, adding more ice water by teaspoonfuls if dough is dry. Gather dough into ball; flatten into disk. Wrap in plastic and chill at least 1 hour.@newline@Preheat oven to 400F. Roll out dough on lightly floured work surface to 11-inch round. Transfer to 9-inch tart pan with removable bottom. Press dough onto bottom and up sides of pan. Pierce crust all over with fork. Freeze 10 minutes. Line crust with foil; fill with dried beans or pie weights. Bake crust 10 minutes. Remove foil and beans. Bake until crust is set and partially cooked through, about 15 minutes longer. Cool crust while making filling. Maintain oven temperature.@newline@
340	Farfalle with Asparagus, Roasted Shallots and Blue Cheese	When tossed with the warm pasta, the blue cheese melts into a silky sauce. A Ctes du Rhne is just the right accompaniment.	Preheat oven to 375F. Toss shallots with 2 tablespoons oil on baking sheet; spread in single layer. Sprinkle with salt and pepper. Bake until tender and golden brown, stirring occasionally, about 35 minutes.@newline@Stir 2 tablespoons oil and breadcrumbs in skillet over medium heat until crumbs brown, about 4 minutes. (Shallots and crumbs can be made 8 hours ahead. Cover separately; keep at room temperature.)@newline@Cook pasta in large pot of boiling salted water 10 minutes. Add asparagus; cook until asparagus is crisp-tender and pasta is tender but still firm to bite, about 4 minutes. Drain pasta and asparagus. Transfer to large bowl. Immediately add blue cheese and shallots. Toss until cheese melts and pasta is well coated. Season with salt and pepper. Transfer to bowls. Sprinkle with breadcrumbs.@newline@
341	Peppered Tuna Skewers with Wasabi Mayonnaise	Pretty, sophisticated, and easy to eat.	Mix 2 tablespoons wasabi powder and 1 1/2 tablespoons water in small bowl to blend. Whisk in 1/2 cup mayonnaise. Cover wasabi mayonnaise and refrigerate at least 30 minutes. (Can be made 1 day ahead. Keep refrigerated.)@newline@Combine tuna and soy sauce in medium bowl; toss to coat. Marinate tuna 30 minutes at room temperature, stirring occasionally.@newline@Meanwhile, thread 1 ginger slice onto each skewer 2 inches from tip.@newline@Line platter with watercress. Place bowl of wasabi mayonnaise on platter. Drain tuna; pat dry. Return to medium bowl. Sprinkle with pepper; toss to coat. Heat oil in large skillet over medium-high heat. Add tuna and sear until browned on all sides but still pink inside, about 2 minutes total. Thread 1 tuna cube onto each prepared skewer next to ginger. Arrange skewers on platter and serve.@newline@
342	Banana Nut Bread	My mother learned to cook this bread during the Depression, when nothing was wasted  especially overripe bananas. We clamored for this treat so often that she frequently bought extra bananas and let them get almost black. I've discovered that overripe bananas can be peeled, mashed, and frozen, then defrosted whenever I want to bake up this memory.	Put oven rack in middle position and preheat oven to 350F. Grease a 9- by 5-inch loaf pan and line bottom of pan with wax paper or parchment, then grease paper.@newline@Mix together milk and lemon juice and let stand until milk curdles, about 1 minute.@newline@Whisk together flour, baking powder, salt, and baking soda in a bowl.@newline@Beat together butter and sugar in a large bowl with an electric mixer at high speed until pale and fluffy, about 2 minutes. Add eggs, 1 at a time, beating until combined, then beat in bananas until combined. (Mixture will look curdled.)@newline@Add flour mixture to banana mixture alternately with milk, mixing at low speed just until batter is smooth. Stir in walnuts. Pour into loaf pan and bake until a wooden pick or skewer inserted in center of bread comes out clean, about 1 hour.@newline@Cool bread in pan on a rack 20 minutes, then invert bread onto rack. Remove paper and turn bread right side up on rack to cool completely.@newline@
343	Frozen Lemon Gingersnap Pie	This dessert was inspired by the time-honored tradition of serving gingerbread with lemon sauce  the tang of lemon cuts the richness of molasses.	Make crust: Preheat oven to 350F.@newline@Toss together all crust ingredients with a fork until crumbs are moistened. Press evenly onto bottom and up side of a 10-inch glass or ceramic pie plate (6-cup capacity). Bake crust in middle of oven 7 minutes, then cool on a rack.@newline@
344	Apple Crumb Pie	The crust and filling can be made ahead.	For crust: Mix flour and salt in processor. Add butter and shortening; using on/off turns, cut in until mixture resembles coarse meal. Drizzle 2 tablespoons ice water over. Process until moist clumps form, adding more ice water by teaspoonfuls if dry. Gather dough into ball; flatten into disk. Wrap in plastic. Chill 1 hour.@newline@Roll out dough between 2 sheets of plastic wrap to 14-inch round. Transfer dough to 10-inch-diameter glass pie dish. Fold overhang under. Crimp edges decoratively. Pierce bottom of crust all over with fork. Freeze crust 15 minutes. (Can be prepared 1 day ahead. Keep frozen.)@newline@Preheat oven to 350F. Line crust with aluminum foil. Fill with pie weights or dried beans. Bake 15 minutes. Remove weights and foil. Bake until golden and set, about 10 minutes longer. Cool.@newline@
345	Cranberry Cognac Trifle	This impressive dessert is the sum of many parts that can each be made several days in advance. Assemble the trifle the day before serving to allow the cake to absorb the custard and the flavors to fully develop.p@newline@pActive time: 2 1/2 hr Start to finish: 13 hr	Make cake layers: Preheat oven to 350F and butter pans. Line bottom of each pan with wax or parchment paper and butter paper. Dust pans with flour, knocking out excess.@newline@Whisk together yolks, 1 1/2 cups sugar, milk, and vanilla in a large bowl until combined well, then whisk in flour and salt until smooth. (Batter will be thick.)@newline@Beat whites with an electric mixer until they hold soft peaks. With mixer at low speed, gradually beat in remaining 3/4 cup sugar. Increase speed to high and beat until whites hold stiff, glossy peaks.@newline@Fold about one third of whites into batter to lighten, then fold in remaining whites gently but thoroughly.@newline@Divide batter among pans and spread evenly. Rap pans against a work surface to release any air bubbles. Bake, 1 pan at a time, in middle of oven until cake is pale golden and beginning to shrink around edges, 10 to 11 minutes per pan. Cool layers completely in pans on racks.@newline@
346	Rutabaga and Carrot Pure		Cook rutabagas and carrots in boiling salted water to cover by 1 inch in a large pot until tender, about 30 minutes. Transfer vegetables with a slotted spoon to a food processor and pure with butter, brown sugar, and salt until very smooth. If necessary, transfer pure back to pot and reheat.@newline@
347	Goat Cheese, Sun-Dried Tomato, and Roasted Garlic Souffles		Preheat oven to 350F. Combine garlic and oil in small custard cup. Cover with foil. Bake until garlic is very tender, about 35 minutes. Cool slightly. Add 1 teaspoon salt and 3/4 teaspoon pepper to custard cup and mash to paste. Maintain oven temperature.@newline@Spray four 2-cup souffl dishes with nonstick spray. Sprinkle each with 1 tablespoon breadcrumbs, coating bottom and sides; place dishes on baking sheet. Melt butter in medium saucepan over medium heat. Add flour; whisk until smooth, about 1 minute. Gradually add milk, whisking constantly until mixture boils, thickens, and is smooth, about 2 minutes. Stir in tomatoes, thyme, and garlic mixture. Remove souffl base from heat.@newline@Whisk egg yolks in large bowl to blend. Gradually whisk in hot souffl base, then fold in goat cheese. Using electric mixer, beat egg whites in another large bowl until foamy. Add cream of tartar; beat until stiff but not dry. Fold whites into souffl mixture in 4 additions. Divide among prepared dishes.@newline@Bake souffls until puffed and golden, about 25 minutes. Serve immediately.@newline@
348	Holiday Biscotti with Cranberries and Pistachios	The pleasingly chewy biscotti are coated on one end with white chocolate. In our test kitchen, imported white chocolate, such as Perugina or Lindt, yielded the best results.	Preheat oven to 325F. Line 3 large baking sheets with parchment paper. Sift first 3 ingredients into medium bowl. Using electric mixer, beat butter and sugar in large bowl to blend well. Beat in eggs 1 at a time. Mix in lemon peel, vanilla, and aniseed. Beat in flour mixture just until blended. Stir in cranberries and pistachios (dough will be sticky). Turn dough out onto lightly floured surface. Gather dough together; divide in half. Roll each half into 15-inch-long log (about 1 1/4 inches wide). Carefully transfer logs to 1 prepared baking sheet, spacing 3 inches apart.@newline@Bake logs until almost firm to touch but still pale, about 28 minutes. Cool logs on baking sheet 10 minutes. Maintain oven temperature.@newline@Carefully transfer logs still on parchment to cutting board. Using serrated knife and gentle sawing motion, cut logs crosswise into generous 1/2-inch-thick slices. Place slices, 1 cut side down, on remaining 2 prepared sheets. Bake until firm and pale golden, about 9 minutes per side. Transfer cookies to racks and cool.@newline@Line another baking sheet with waxed paper. Stir white chocolate in top of double boiler over barely simmering water just until smooth. Remove from over water. Dip 1 end of each cookie into melted chocolate, tilting pan if necessary; shake off excess chocolate. Place cookies on prepared sheet. Chill until chocolate is firm, about 30 minutes. (Can be made 5 days ahead. Store airtight between sheets of waxed paper at room temperature.)@newline@
349	Beet Carpaccio with Goat Cheese and Mint Vinaigrette	Thinly sliced beets (not beef) lay the foundation for this vibrant rendition of the Italian appetizer. Use any assortment of small beets  red, golden, purple, or candy-striped. A local farmers' market will have the best selection. The beets can be roasted and peeled one day before serving.	Preheat oven to 350F. Line rimmed baking sheet with foil. Place beets on sheet (if using both light- and dark-colored beets, place them on separate sheets to prevent discoloration). Sprinkle beets lightly with water. Cover tightly with foil. Bake until beets are tender when pierced with fork, about 40 minutes. Cool on sheet. Peel beets. (Can be prepared 1 day ahead. Place in resealable plastic bag; chill.)@newline@Using cheese slicer or knife, slice beets very thinly. Slightly overlap slices on 6 plates, dividing equally. Sprinkle with cheese, then shallot, salt, and pepper. Whisk vinegar, mint, oil, and sugar in small bowl. Season with salt and pepper. Drizzle over beets. Sprinkle with chives.@newline@
